file_name,duration,transcription
16_479file-id9RKLtQ7GDF0.wav,4.68,క్రౌన్ తీసుకున్నారు  అది అంతా ఎలా వచ్చింది
71_700file-idnOKd8Rzzf5g.wav,3.42,వాట్  మోస్ట్ హ్యాపీ అబౌట్
1_206file-idN3PN2nl6Ob4.wav,13.71,ఆంక్షలు పెద్ద ఎత్తున తరలించిన తర్వాత తెలంగాణ ఆంధ్రప్రదేశ్లో  కేసులు వేగంగా పెరుగుతున్నాయి ఇటీవల వరకు దాదాపు నగరాలు పట్టణ ప్రాంతాలకే పరిమితమైన ఈ వ్యాధి ఇప్పుడు గ్రామాలకు వ్యాపించింది
130_693file-idw8ITPiwfhOc.wav,3.5700000000000003,చివరికి సెలబ్రిటీల్లో కూడా ఇటువంటి ఉదాహరణలు కనిపిస్తున్నప్పటికీ
0_206file-idN3PN2nl6Ob4.wav,7.86,తెలంగాణ ఆంధ్రప్రదేశ్లో కరోనా వైరస్ సామాజిక వ్యాప్తి జరుగుతుంది  ప్రాంతాల్లో వైరస్ వ్యాప్తికి ఆస్కారం ఎక్కువ
16_212file-idVsscGGkpUEc.wav,10.98,స్కూల్లో నేను నేర్చుకున్నది ఇక్కడ చిన్నారులకు చెప్పడం ఆనందాన్నిస్తోంది
7_15_212file-idVsscGGkpUEc.wav,12.3,నగరాల్లో పుస్తకాలు దొరకడం సులువు ఇక్కడ మాకు గ్రంధాలయాలు  కేంద్రాలు వంటి సదుపాయాలు లేవు  దగ్గర మొబైల్ ఫోన్ ఉంది కానీ ఇంటర్నెట్ కనెక్షన్ లేదు ఈ సమస్యలన్నీ ఉన్నా చదువుకుంటున్నాం
4_212file-idVsscGGkpUEc.wav,3.3,ఇక్కడ కనిపిస్తున్న చిన్నారులందరికీ టీచర్ అనామిక
6_212file-idVsscGGkpUEc.wav,1.65,అంత
44_700file-idnOKd8Rzzf5g.wav,3.45,ఐ థింక్ దట్
62_700file-idnOKd8Rzzf5g.wav,2.85,స్పాట్
26_700file-idnOKd8Rzzf5g.wav,2.9699999999999998,కాలేజీ ఓకే కానీ
142_693file-idw8ITPiwfhOc.wav,2.19,మనిషి దేనికైనా అలవాటు పడతాడు అన్నట్టు
57_693file-idw8ITPiwfhOc.wav,2.52,తొందరలోనే మనం వ్యాక్సిన్ చూడబోతే
122_693file-idw8ITPiwfhOc.wav,1.53,ఫైనల్ ఏంటి అంటారా
118_693file-idw8ITPiwfhOc.wav,3.7800000000000002,అలాగే పేద దేశాల కోసం సాగుతున్న ప్రయత్నంలో పాలుపంచుకున్న దేశాల్లో
40_693file-idw8ITPiwfhOc.wav,3.6,ఇవాళ జరుగుతున్న పరిణామాలన్నీ కూడా స్పష్టంగా అదే దిశలో కనిపిస్తున్నాయి
36_693file-idw8ITPiwfhOc.wav,5.91,ప్రపంచ ఆరోగ్య సంస్థ అయితే అప్పట్లో అధికారికంగా వచ్చే ఏడాది మధ్యభాగానికి వ్యాక్సిన్ మన ముందుకు వస్తుంది  ఉంటుంది కానీ
26_693file-idw8ITPiwfhOc.wav,3.12,అదేంటి రష్యా  వ్యాక్సిన్ ఆల్రెడీ వచ్చేసింది
21_693file-idw8ITPiwfhOc.wav,2.8200000000000003,స్టాక్ టైలింగ్  నిల్వ కూడా మొదలు చేసింది
20_693file-idw8ITPiwfhOc.wav,3.7800000000000002,ఇన్స్టిట్యూట్ కంపెనీ అయితే గనక అది ఆల్రెడీ
140_693file-idw8ITPiwfhOc.wav,9.03,అలాగని కంగారు పడింది భయపడాల్సి ఉంది కాదు కానీ జాగ్రత్త పడాల్సిందే చాలా ఉన్నది
133_693file-idw8ITPiwfhOc.wav,2.67,అనవసరమైన భరోసా కనిపిస్తుంది
106_693file-idw8ITPiwfhOc.wav,5.34,పేద దేశాల కోసం సంపూర్ణ దేశాలు వర్థమాన దేశాల్లో మరికొన్ని దేశాలు కలిపి ఒక ఫండ్ ఏర్పాటు చేస్తుంది
100_693file-idw8ITPiwfhOc.wav,3.03,సంపన్న దేశాలు ఇలా ముందే ఒప్పందాలు  చేసుకుంటే
41_693file-idw8ITPiwfhOc.wav,12.3,అమెరికా అయితే వచ్చే జనవరి కల్లా  జనవరి  ముప్పై కోట్ల వ్యాక్సిన్లు చేస్తామని చెబుతోంది వివిధ దేశాలు అదే బాటలో వ్యాక్సినేషన్ ఏర్పాట్లు కూడా సిద్ధం చేసుకుంటున్నాయి
107_693file-idw8ITPiwfhOc.wav,3.15,ప్రపంచ ఆరోగ్య సంస్థ  పేరుతో దీన్ని పరుస్తుంది
33_693file-idw8ITPiwfhOc.wav,7.26,వస్తున్న ఫలితాలు మూడో దశ ప్రయోగాలు కూడా పూర్తయి ఫైనల్ ప్రయోగాలను పూర్తి దానికి సంబంధించిన డేటా వస్తుంది
55_693file-idw8ITPiwfhOc.wav,9.78,అలాగే రష్యా వారి పూర్తి వ్యాక్సిన్ ఉత్పత్తికి సంబంధించి ఒప్పందం కూర్చుకుని రెడ్డి సెలబ్రిటీ కూడా భారీ ఉత్పత్తి ప్రయత్నాలు ఉన్నది  ఉత్పత్తి రెండు కూడా
50_693file-idw8ITPiwfhOc.wav,7.38,అగ్రభాగాన సంస్థ ప్రధానమైన సంస్థ ఎక్కువ సామర్థ్యం సంస్థ జనవరికల్లా ఇరవై కోట్లు ఉత్పత్తి చేస్తామని చెబుతోంది
34_693file-idw8ITPiwfhOc.wav,4.65,అంటే ప్రాపర్ గా ఎస్టాబ్లిష్ ప్రమాణాల ప్రకారం సాధికారంగా ముందుకొస్తున్న
94_693file-idw8ITPiwfhOc.wav,4.47,మైనస్ డిగ్రీలో కోల్డ్ స్టోరేజ్ చేయాల్సి ఉంటుంది భారీ కోల్డ్  ఏర్పాటు చేయాల్సి ఉంటుంది
62_693file-idw8ITPiwfhOc.wav,4.5600000000000005,మామూలుగా అయితే యాభై శాతానికి పైగా సత్ఫలితాలు వస్తే వ్యాక్సిన్ అప్పు చేసి అది
92_693file-idw8ITPiwfhOc.wav,4.95,కాబట్టి వ్యాక్సినేషన్  మొత్తం అంతా  అయిపోతుంది అని చెప్పుకోవడానికి లేదు
2_693file-idw8ITPiwfhOc.wav,4.02,ఇంతకాలం మనం చూస్తున్నాం భయం భయంగా బతకాల్సిన  వాతావరణం
9_693file-idw8ITPiwfhOc.wav,3.9,అవి కూడా తొంభై రెండు శాతం సత్ఫలితాలు వస్తున్నాయని  కంపెనీ ప్రకటించింది
96_693file-idw8ITPiwfhOc.wav,3.99,ఏర్పాట్లలో మన దేశంతో సహా అనేక దేశాలు  ఉన్నాయి
95_693file-idw8ITPiwfhOc.wav,3.63,మన లాంటి పెద్ద దేశానికి చాలా చాలా భారీ స్థాయిలో ఏర్పాట్లు అవసరం
91_693file-idw8ITPiwfhOc.wav,6.72,అలాగే ఎన్ని మందులు అందుబాటులో ఉన్న మన దేశంలో టీవీ తీవ్రంగా ఉంది అట్లా ఆయా దేశాల్లో కొన్ని వ్యాధులు కొనసాగుతున్నాయి
90_693file-idw8ITPiwfhOc.wav,1.71,కొనసాగుతుంది
89_693file-idw8ITPiwfhOc.wav,4.32,మనదేశం వరకు తీసుకుందాం  పోలీస్
8_693file-idw8ITPiwfhOc.wav,2.73,ఆ వెంటనే రష్యన్ వ్యాక్సిన్ స్ఫూర్తి వారు కూడా
83_693file-idw8ITPiwfhOc.wav,2.46,కొనసాగుతున్న అనేక వ్యాధులు మన మధ్యనే ఉన్నాయి
82_693file-idw8ITPiwfhOc.wav,2.49,అట్లా వ్యాక్సిన్ వచ్చిన తర్వాత కూడా
81_693file-idw8ITPiwfhOc.wav,5.52,ఇమ్యూనిటీ నెలకుంటుంది సంవత్సరాలు  పనిచేస్తుంది అనేది   చెప్పలేం ఎందుకంటే అన్ని కూడా ప్రయోగాలు కదా
80_693file-idw8ITPiwfhOc.wav,8.25,యువకులు
79_693file-idw8ITPiwfhOc.wav,3.93,ఇందులో కూడా అందరి మీద వ్యాక్సిన్ ఒకే రకమైన ప్రభావం చూపిస్తుందో చెప్పలేం
78_693file-idw8ITPiwfhOc.wav,2.58,అది మన దాకా చేరనే వేగం ఆధారపడి ఉంటుంది
77_693file-idw8ITPiwfhOc.wav,4.02,ఉత్పత్తి పంపిణీ ప్రాసెస్ ఇంత వేగం పుంజుకునే దాన్ని బట్టి
7_693file-idw8ITPiwfhOc.wav,3.96,ఈ నెలాఖరుకల్లా ఎమర్జెన్సీ అప్పుడు కూడా అప్లై చేస్తామని కంపెనీ చెబుతున్నారు
76_693file-idw8ITPiwfhOc.wav,1.8599999999999999,ఆ తర్వాత మిగిలిన వారికి కూడా చేరుతుంది
75_693file-idw8ITPiwfhOc.wav,3.0,బాగా వదులుగా ఉండే సెక్షన్స్ కి కొంత ప్రాధాన్యం ఇస్తారు
74_693file-idw8ITPiwfhOc.wav,1.74,ఆ తర్వాత వృద్ధులకు
72_693file-idw8ITPiwfhOc.wav,10.08,అప్పుడు కూడా ఒకేసారి అందరికీ  అవ్వదు
70_693file-idw8ITPiwfhOc.wav,3.27,ఎంత వేగంగా చేసినా ఈ ప్రాసెస్  కొంత టైం పడుతుంది
68_693file-idw8ITPiwfhOc.wav,4.2,ప్రభుత్వం నిర్దేశించిన ప్రాధాన్యాల ప్రకారం వ్యాక్సినేషన్ పంపిణీ జరుగుతుంది
67_693file-idw8ITPiwfhOc.wav,3.03,ఎందుకంటే ప్రభుత్వాలు అంతకంటే తొందరగా  ఇవాళ
6_693file-idw8ITPiwfhOc.wav,5.37,ఫైనల్ స్టేజ్ కి సంబంధించిన డేటా తొంభై శాతం సత్ఫలితాలు చూపిస్తున్నట్టుగా ప్రకటించింది
66_693file-idw8ITPiwfhOc.wav,2.16,రెగ్యులేటర్  ఆలస్యం ఉండదు
65_693file-idw8ITPiwfhOc.wav,2.49,విస్తృతమైన డేటా కూడా అదే రీతిలో వస్తే గనక
64_693file-idw8ITPiwfhOc.wav,2.76,వచ్చే కూడా  దశలో ఉంటాయనుకుంటే
61_693file-idw8ITPiwfhOc.wav,2.04,రెగ్యులేటర్ అప్ చేయాలి
